Series,Timestamp,Result
BTC Price,3/23/2022,42705.61
BTC Price,3/24/2022,43994.17
BTC Price,3/25/2022,44324.16
BTC Price,3/26/2022,44467.545
BTC Price,3/27/2022,46732.815
BTC Price,3/28/2022,47354.16
BTC Price,3/29/2022,47404.14
BTC Price,3/30/2022,47095.795
BTC Price,3/31/2022,45667.49
BTC Price,4/1/2022,46341.775
BTC Price,4/2/2022,45977.545
BTC Price,4/3/2022,46569.075
BTC Price,4/4/2022,46638.8
BTC Price,4/5/2022,45682.735
BTC Price,4/6/2022,43340.88
BTC Price,4/7/2022,43545.615
BTC Price,4/8/2022,42284.325
BTC Price,4/9/2022,42663.145
BTC Price,4/10/2022,42149.055
BTC Price,4/11/2022,39652.825
BTC Price,4/12/2022,39964.55
BTC Price,4/13/2022,41216.65
BTC Price,4/14/2022,39904.345
BTC Price,4/15/2022,40513.425
BTC Price,4/16/2022,40400.45
BTC Price,4/17/2022,39847.665
BTC Price,4/18/2022,40864.605
BTC Price,4/19/2022,41453.335
BTC Price,4/20/2022,41432.005
BTC Price,4/21/2022,40447.82
BTC Price,4/22/2022,39714.405
BTC Price,4/23/2022,39646.97
BTC Price,4/24/2022,39513.52
BTC Price,4/25/2022,40398.965
BTC Price,4/26/2022,38170
BTC Price,4/27/2022,39170.375
BTC Price,4/28/2022,39765.575
BTC Price,4/29/2022,38601.19
BTC Price,4/30/2022,37949.34
BTC Price,5/1/2022,38391.785
BTC Price,5/2/2022,38544.19
BTC Price,5/3/2022,37717.12
BTC Price,5/4/2022,39666.825
BTC Price,5/5/2022,36380.41
BTC Price,5/6/2022,35996.85
BTC Price,5/7/2022,35249.2
BTC Price,5/8/2022,34146.45
BTC Price,5/9/2022,30579.675
BTC Price,5/10/2022,30888.79
BTC Price,5/11/2022,28862.885
BTC Price,5/12/2022,28841.655
BTC Price,5/13/2022,29492.995
BTC Price,5/14/2022,30115.865
BTC Price,5/15/2022,31169.31
BTC Price,5/16/2022,29910.15
BTC Price,5/17/2022,30366.46
BTC Price,5/18/2022,28802.095
BTC Price,5/19/2022,30209.085
BTC Price,5/20/2022,29130.675
BTC Price,5/21/2022,29391.44
BTC Price,5/22/2022,30253.445
BTC Price,5/23/2022,29131.89
BTC Price,5/24/2022,29603.065
BTC Price,5/25/2022,29626.75
BTC Price,5/26/2022,29318.025
BTC Price,5/27/2022,28692.985
BTC Price,5/28/2022,28989.43
BTC Price,5/29/2022,29424.605
BTC Price,5/30/2022,31734.69
BTC Price,5/31/2022,31818.3
BTC Price,6/1/2022,29761.185
BTC Price,6/2/2022,30450.025
BTC Price,6/3/2022,29687.06
BTC Price,6/4/2022,29805.11
BTC Price,6/5/2022,29947.255
BTC Price,6/6/2022,31358.535
BTC Price,6/7/2022,31173.1
BTC Price,6/8/2022,30229.65
BTC Price,6/9/2022,30062.995
BTC Price,6/10/2022,29104.67
BTC Price,6/11/2022,28495.74
BTC Price,6/12/2022,26759.745
BTC Price,6/13/2022,22510.345
BTC Price,6/14/2022,21846.9
BTC Price,6/15/2022,22506.89
BTC Price,6/16/2022,20353.3
BTC Price,6/17/2022,20437.215
BTC Price,6/18/2022,19051.04
BTC Price,6/19/2022,20613.79
BTC Price,6/20/2022,20509.115
BTC Price,6/21/2022,20790.315
BTC Price,6/22/2022,20028.365
BTC Price,6/23/2022,21038.755
BTC Price,6/24/2022,21259.69
BTC Price,6/25/2022,21450.55
BTC Price,6/26/2022,21081.725
BTC Price,6/27/2022,20760.95
BTC Price,6/28/2022,20268.755
BTC Price,6/29/2022,20143.18
BTC Price,6/30/2022,19428.04
BTC Price,7/1/2022,19261.615
BTC Price,7/2/2022,19264.31
BTC Price,7/3/2022,19282.795
BTC Price,7/4/2022,20176.74
BTC Price,7/5/2022,20282.565
BTC Price,7/6/2022,20519.31
BTC Price,7/7/2022,21615.65
BTC Price,7/8/2022,21673.1
BTC Price,7/9/2022,21601.89
BTC Price,7/10/2022,20839.595
BTC Price,7/11/2022,19960.91
BTC Price,7/12/2022,19331.175
BTC Price,7/13/2022,20025.605
BTC Price,7/14/2022,20532.935
BTC Price,7/15/2022,20857.84
BTC Price,7/16/2022,21239.01
BTC Price,7/17/2022,20896.63
BTC Price,7/18/2022,22109.295
BTC Price,7/19/2022,23450.325
BTC Price,7/20/2022,23267.575
BTC Price,7/21/2022,23088.68
BTC Price,7/22/2022,22709.525
BTC Price,7/23/2022,22463.41
BTC Price,7/24/2022,22623.65
BTC Price,7/25/2022,21487.585
BTC Price,7/26/2022,21190.33
BTC Price,7/27/2022,22922.805
BTC Price,7/28/2022,23911.175
BTC Price,7/29/2022,23869.145
BTC Price,7/30/2022,23678.925
BTC Price,7/31/2022,23349.5
BTC Price,8/1/2022,23227.075
BTC Price,8/2/2022,23049.035
BTC Price,8/3/2022,22882.335
BTC Price,8/4/2022,22624.865
BTC Price,8/5/2022,23285.625
BTC Price,8/6/2022,23070.87
BTC Price,8/7/2022,23213.985
BTC Price,8/8/2022,23816.2
BTC Price,8/9/2022,23167.06
BTC Price,8/10/2022,23907.76
BTC Price,8/11/2022,23924.005
BTC Price,8/12/2022,24333.59
BTC Price,8/13/2022,24426.855
BTC Price,8/14/2022,24292.01
BTC Price,8/15/2022,24059.39
BTC Price,8/16/2022,23854.53
BTC Price,8/17/2022,23345.745
BTC Price,8/18/2022,23267.695
BTC Price,8/19/2022,20903.865
BTC Price,8/20/2022,21138.92
BTC Price,8/21/2022,21544.16
BTC Price,8/22/2022,21285.515
BTC Price,8/23/2022,21503.42
BTC Price,8/24/2022,21429.44
BTC Price,8/25/2022,21569.135
BTC Price,8/26/2022,20428.615
BTC Price,8/27/2022,20030.755
BTC Price,8/28/2022,19727.035
BTC Price,8/29/2022,20247.05
BTC Price,8/30/2022,19861.28
BTC Price,8/31/2022,20100.89
BTC Price,9/1/2022,20106.095
BTC Price,9/2/2022,19972.74
BTC Price,9/3/2022,19816.08
BTC Price,9/4/2022,19920.36
BTC Price,9/5/2022,19799.865
BTC Price,9/6/2022,18851.945
BTC Price,9/7/2022,19316.18
BTC Price,9/8/2022,19315.33
BTC Price,9/9/2022,21360.045
BTC Price,9/10/2022,21710.875
BTC Price,9/11/2022,21737.07
BTC Price,9/12/2022,22365.66
BTC Price,9/13/2022,20200.085
BTC Price,9/14/2022,20265.005
BTC Price,9/15/2022,19716.92
BTC Price,9/16/2022,19764.44
BTC Price,9/17/2022,20120.625
BTC Price,9/18/2022,19434.28
BTC Price,9/19/2022,19572.145
BTC Price,9/20/2022,18919.015
BTC Price,9/21/2022,18477.07
BTC Price,9/22/2022,19398.625
BTC Price,9/23/2022,19309.38
BTC Price,9/24/2022,18905.29
BTC Price,9/25/2022,18798.725
BTC Price,9/26/2022,19183.155
BTC Price,9/27/2022,19077.945
BTC Price,9/28/2022,19448.22
BTC Price,9/29/2022,19527.41
BTC Price,9/30/2022,19406.545
BTC Price,10/1/2022,19322.74
BTC Price,10/2/2022,19115.045
BTC Price,10/3/2022,19578.92
BTC Price,10/4/2022,20325.86
BTC Price,10/5/2022,20177.05
BTC Price,10/6/2022,19935.015
BTC Price,10/7/2022,19542.485
BTC Price,10/8/2022,19392.255
BTC Price,10/9/2022,19421.97
BTC Price,10/10/2022,19132.415
BTC Price,10/11/2022,19048.06
BTC Price,10/12/2022,19155.975
BTC Price,10/13/2022,19407.555
BTC Price,10/14/2022,19170.055
BTC Price,10/15/2022,19066.7
BTC Price,10/16/2022,19282.81
BTC Price,10/17/2022,19533.2
BTC Price,10/18/2022,19325.22
BTC Price,10/19/2022,19133.05
BTC Price,10/20/2022,19038.605
BTC Price,10/21/2022,19179.33
BTC Price,10/22/2022,19202.92
BTC Price,10/23/2022,19582.9
BTC Price,10/24/2022,19346.66
BTC Price,10/25/2022,20077.57
BTC Price,10/26/2022,20799.93
BTC Price,10/27/2022,20284.03
BTC Price,10/28/2022,20616.845
BTC Price,10/29/2022,20793.84
BTC Price,10/30/2022,20611.665
BTC Price,10/31/2022,20484.755
BTC Price,11/1/2022,20477.695
BTC Price,11/2/2022,20129.495
BTC Price,11/3/2022,20201.235
BTC Price,11/4/2022,21161
BTC Price,11/5/2022,21299.18
BTC Price,11/6/2022,21024.135
BTC Price,11/7/2022,20528.405
BTC Price,11/8/2022,18506.535
BTC Price,11/9/2022,15870.795
BTC Price,11/10/2022,17667.65
BTC Price,11/11/2022,16940.695
BTC Price,11/12/2022,16794.975
BTC Price,11/13/2022,16356.67
BTC Price,11/14/2022,16486.87
BTC Price,11/15/2022,16867.345
BTC Price,11/16/2022,16648.815
BTC Price,11/17/2022,16690.42
BTC Price,11/18/2022,16663.025
BTC Price,11/19/2022,16701.54
BTC Price,11/20/2022,16259.585
BTC Price,11/21/2022,15741.37
BTC Price,11/22/2022,16178.15
BTC Price,11/23/2022,16539.445
BTC Price,11/24/2022,16592.63
BTC Price,11/25/2022,16515.28
BTC Price,11/26/2022,16434.07
BTC Price,11/27/2022,16491.18
BTC Price,11/28/2022,16210.235
BTC Price,11/29/2022,16463.565
BTC Price,11/30/2022,17158.22
BTC Price,12/1/2022,16973.94
BTC Price,12/2/2022,17068.795
BTC Price,12/3/2022,16895.435
BTC Price,12/4/2022,17107.46
BTC Price,12/5/2022,16955.53
BTC Price,12/6/2022,17031.91
BTC Price,12/7/2022,16840.925
BTC Price,12/8/2022,17215.06
BTC Price,12/9/2022,17132.285
BTC Price,12/10/2022,17132.495
BTC Price,12/11/2022,17094.51
BTC Price,12/12/2022,17185.735
BTC Price,12/13/2022,17771.68
BTC Price,12/14/2022,17821.085
BTC Price,12/15/2022,17350.665
BTC Price,12/16/2022,16677.27
BTC Price,12/17/2022,16762.49
BTC Price,12/18/2022,16753.09
BTC Price,12/19/2022,16428.455
BTC Price,12/20/2022,16883.905
BTC Price,12/21/2022,16795.415
BTC Price,12/22/2022,16805.18
BTC Price,12/23/2022,16780.14
BTC Price,12/24/2022,16831.245
BTC Price,12/25/2022,16822.865
BTC Price,12/26/2022,16876.855
BTC Price,12/27/2022,16688.955
BTC Price,12/28/2022,16525.735
BTC Price,12/29/2022,16619.605
BTC Price,12/30/2022,16586.2
BTC Price,12/31/2022,16520.525
BTC Price,1/1/2023,16604.27
BTC Price,1/2/2023,16680.24
BTC Price,1/3/2023,16669.8
BTC Price,1/4/2023,16832.985
BTC Price,1/5/2023,16829.065
BTC Price,1/6/2023,16952.265
BTC Price,1/7/2023,16938.005
BTC Price,1/8/2023,17043.75
BTC Price,1/9/2023,17191.07
BTC Price,1/10/2023,17437.995
BTC Price,1/11/2023,17750.81
BTC Price,1/12/2023,18881.475
BTC Price,1/13/2023,19894.875
BTC Price,1/14/2023,20973.755
BTC Price,1/15/2023,20898.63
BTC Price,1/16/2023,21187.92
BTC Price,1/17/2023,21185.25
BTC Price,1/18/2023,20737.88
BTC Price,1/19/2023,21075.955
BTC Price,1/20/2023,22632.265
BTC Price,1/21/2023,22775.63
BTC Price,1/22/2023,22699.17
BTC Price,1/23/2023,22923.7
BTC Price,1/24/2023,22696.025
BTC Price,1/25/2023,23002.145
BTC Price,1/26/2023,23007.825
BTC Price,1/27/2023,23051.05
BTC Price,1/28/2023,23006.245
BTC Price,1/29/2023,23757.305
BTC Price,1/30/2023,22784.72
BTC Price,1/31/2023,23156.345
BTC Price,2/1/2023,23726.275
BTC Price,2/2/2023,23527.665
BTC Price,2/3/2023,23429.665
BTC Price,2/4/2023,23367.165
BTC Price,2/5/2023,22962.67
BTC Price,2/6/2023,22822.39
BTC Price,2/7/2023,23237.315
BTC Price,2/8/2023,22946.955
BTC Price,2/9/2023,21784.425
BTC Price,2/10/2023,21600.71
BTC Price,2/11/2023,21846.185
BTC Price,2/12/2023,21794.84
BTC Price,2/13/2023,21719.62
BTC Price,2/14/2023,22200.27
BTC Price,2/15/2023,24242.515
BTC Price,2/16/2023,23757.2
BTC Price,2/17/2023,24629.165
BTC Price,2/18/2023,24634.35
BTC Price,2/19/2023,24387.94
BTC Price,2/20/2023,24774.835
BTC Price,2/21/2023,24421.55
BTC Price,2/22/2023,24145.485
BTC Price,2/23/2023,23907.35
BTC Price,2/24/2023,23151.38
BTC Price,2/25/2023,23140.6
BTC Price,2/26/2023,23517.09
BTC Price,2/27/2023,23485.105
BTC Price,2/28/2023,23154.96
BTC Price,3/1/2023,23584.195
BTC Price,3/2/2023,23465.4
BTC Price,3/3/2023,22340.725
BTC Price,3/4/2023,22329.515
BTC Price,3/5/2023,22433.51
BTC Price,3/6/2023,22422.145
BTC Price,3/7/2023,22152.11
BTC Price,3/8/2023,21749.96
BTC Price,3/9/2023,20357.605
BTC Price,3/10/2023,20196.305
BTC Price,3/11/2023,20555.645
BTC Price,3/12/2023,22046.37
BTC Price,3/13/2023,24258.15
BTC Price,3/14/2023,24777.49
BTC Price,3/15/2023,24420.295
BTC Price,3/16/2023,25047.695
BTC Price,3/17/2023,27526.62
BTC Price,3/18/2023,26986.25
BTC Price,3/19/2023,28125.035
BTC Price,3/20/2023,27937.56
BTC Price,3/21/2023,28164.05
BTC Price,3/22/2023,27304.92
BTC Price,3/23/2023,28312.31
BTC Price,3/24/2023,27407.455
BTC Price,3/25/2023,27480.76
BTC Price,3/26/2023,28032.17
BTC Price,3/27/2023,27128.69
BTC Price,3/28/2023,27251.225
BTC Price,3/29/2023,28378.335
BTC Price,3/30/2023,27971.76
BTC Price,3/31/2023,28526.715
BTC Price,4/1/2023,28504.08
BTC Price,4/2/2023,28155.505
BTC Price,4/3/2023,27810.945
BTC Price,4/4/2023,28190.095
BTC Price,4/5/2023,28177.685
BTC Price,4/6/2023,28038.75
BTC Price,4/7/2023,27954.585
BTC Price,4/8/2023,27959.535
BTC Price,4/9/2023,28365.17
BTC Price,4/10/2023,29637.78
BTC Price,4/11/2023,30260.21
BTC Price,4/12/2023,29890.215
BTC Price,4/13/2023,30371.445
BTC Price,4/14/2023,30477.76
BTC Price,4/15/2023,30351.865
BTC Price,4/16/2023,30340.585
BTC Price,4/17/2023,29485.75
BTC Price,4/18/2023,30386.29
BTC Price,4/19/2023,28949.755
BTC Price,4/20/2023,28251.275
BTC Price,4/21/2023,27258.845
BTC Price,4/22/2023,27836.825
BTC Price,4/23/2023,27593.49
BTC Price,4/24/2023,27489.01
BTC Price,4/25/2023,28272.665
BTC Price,4/26/2023,28368.67
BTC Price,4/27/2023,29443.045
BTC Price,4/28/2023,29353.685
BTC Price,4/29/2023,29233.785
BTC Price,4/30/2023,29318.63
BTC Price,5/1/2023,28053.175
BTC Price,5/2/2023,28719.54
